FID	IID	family
SH11956	SH11956	GS2-002
SH11957	SH11957	GS2-002
SH11958	SH11958	GS2-002
SH11959	SH11959	GS2-002
SH11961	SH11961	GS2-002
SH11962	SH11962	GS2-002
SH11963	SH11963	GS2-002
SH11964	SH11964	GS2-002
SH11965	SH11965	GS2-002
SH11966	SH11966	GS2-002
SH11968	SH11968	GS2-002
SH11969	SH11969	GS2-002
SH11970	SH11970	GS2-002
SH11972	SH11972	GS2-002
SH11973	SH11973	GS2-002
SH11974	SH11974	GS2-003
SH11975	SH11975	GS2-002
SH11976	SH11976	GS2-002
SH11977	SH11977	GS2-002
SH11978	SH11978	GS2-002
SH11980	SH11980	GS2-002
SH11981	SH11981	GS2-002
SH11982	SH11982	GS2-002
SH11987	SH11987	GS2-002
SH11988	SH11988	GS2-002
SH11989	SH11989	GS2-002
SH11990	SH11990	GS2-002
SH11991	SH11991	GS2-002
SH11992	SH11992	GS2-002
SH11993	SH11993	GS2-002
SH11995	SH11995	GS2-002
SH11996	SH11996	GS2-002
SH11997	SH11997	GS2-002
SH11998	SH11998	GS2-002
SH11999	SH11999	GS2-002
SH12000	SH12000	GS2-002
SH12001	SH12001	GS2-002
SH12002	SH12002	GS2-002
SH12003	SH12003	GS2-002
SH12004	SH12004	GS2-002
SH12005	SH12005	GS2-002
SH12006	SH12006	GS2-002
SH12007	SH12007	GS2-002
SH12008	SH12008	GS2-002
SH12009	SH12009	GS2-002
SH12011	SH12011	GS2-002
SH12012	SH12012	GS2-002
SH12013	SH12013	GS2-002
SH12014	SH12014	GS2-002
SH12016	SH12016	GS2-002
SH12017	SH12017	GS2-002
SH12018	SH12018	GS2-002
SH12019	SH12019	GS2-002
SH12020	SH12020	GS2-002
SH12022	SH12022	GS2-002
SH12023	SH12023	GS2-002
SH12024	SH12024	GS2-002
SH12026	SH12026	GS2-002
SH12027	SH12027	GS2-002
SH12028	SH12028	GS2-002
SH12029	SH12029	GS2-002
SH12030	SH12030	GS2-002
SH12031	SH12031	GS1-013
SH12032	SH12032	GS2-002
SH12036	SH12036	GS2-002
SH12039	SH12039	GS2-002
SH12040	SH12040	GS2-002
SH12041	SH12041	GS1-020
SH12044	SH12044	GS2-002
SH12046	SH12046	GS2-002
SH12048	SH12048	GS2-002
SH12050	SH12050	GS2-002
SH12051	SH12051	GS2-002
SH12054	SH12054	GS2-002
SH12056	SH12056	GS2-002
SH12058	SH12058	GS2-002
SH12059	SH12059	GS2-002
SH12060	SH12060	GS2-002
SH12062	SH12062	GS1-070
SH12063	SH12063	GS2-002
SH12065	SH12065	GS2-002
SH12066	SH12066	GS2-002
SH12067	SH12067	GS2-002
SH12068	SH12068	GS2-002
SH12070	SH12070	GS2-002
SH12071	SH12071	GS1-070
SH12072	SH12072	GS2-002
SH12073	SH12073	GS2-002
SH12074	SH12074	GS2-002
SH12075	SH12075	GS2-002
SH12077	SH12077	GS2-002
SH12078	SH12078	GS2-002
SH12079	SH12079	GS1-070
SH12080	SH12080	GS2-002
SH12082	SH12082	GS2-002
SH12083	SH12083	GS2-002
SH12084	SH12084	GS2-002
SH12085	SH12085	GS2-002
SH12087	SH12087	GS2-002
SH12089	SH12089	GS2-002
SH12090	SH12090	GS2-002
SH12091	SH12091	GS2-002
SH12093	SH12093	GS2-002
SH12095	SH12095	GS1-070
SH12096	SH12096	GS2-002
SH12097	SH12097	GS2-002
SH12098	SH12098	GS2-002
SH12101	SH12101	GS2-002
SH12103	SH12103	GS2-002
SH12105	SH12105	GS2-002
SH12106	SH12106	GS2-002
SH12107	SH12107	GS2-002
SH12109	SH12109	GS2-002
SH12110	SH12110	GS1-070
SH12111	SH12111	GS2-002
SH12112	SH12112	GS2-002
SH12117	SH12117	GS2-002
SH12118	SH12118	GS2-002
SH12119	SH12119	GS2-002
SH12120	SH12120	GS2-002
SH12122	SH12122	GS2-002
SH12123	SH12123	GS2-002
SH12124	SH12124	GS2-002
SH12125	SH12125	GS2-002
SH12128	SH12128	GS2-002
SH12129	SH12129	GS2-002
SH12133	SH12133	GS2-002
SH12134	SH12134	GS2-002
SH12135	SH12135	GS2-002
SH12136	SH12136	GS2-002
SH12137	SH12137	GS2-002
SH12139	SH12139	GS2-002
SH12140	SH12140	GS2-002
SH12141	SH12141	GS2-002
SH12144	SH12144	GS2-003
SH12147	SH12147	GS1-061
SH12148	SH12148	GS2-003
SH12149	SH12149	GS2-003
SH12150	SH12150	GS2-003
SH12151	SH12151	GS2-003
SH12153	SH12153	GS2-003
SH12154	SH12154	GS2-003
SH12156	SH12156	GS2-003
SH12157	SH12157	GS2-003
SH12161	SH12161	GS2-003
SH12162	SH12162	GS2-003
SH12164	SH12164	GS2-003
SH12165	SH12165	GS2-003
SH12167	SH12167	GS2-003
SH12168	SH12168	GS2-003
SH12169	SH12169	GS2-003
SH12171	SH12171	GS2-003
SH12172	SH12172	GS2-003
SH12173	SH12173	GS2-003
SH12175	SH12175	GS2-003
SH12176	SH12176	GS2-003
SH12177	SH12177	GS2-003
SH12179	SH12179	GS2-003
SH12181	SH12181	GS2-003
SH12182	SH12182	GS2-003
SH12183	SH12183	GS2-003
SH12184	SH12184	GS2-003
SH12186	SH12186	GS2-003
SH12187	SH12187	GS2-003
SH12188	SH12188	GS2-003
SH12191	SH12191	GS2-003
SH12194	SH12194	GS2-003
SH12195	SH12195	GS2-003
SH12196	SH12196	GS2-002
SH12197	SH12197	GS2-003
SH12198	SH12198	GS2-003
SH12199	SH12199	GS2-003
SH12201	SH12201	GS2-003
SH12203	SH12203	GS2-003
SH12204	SH12204	GS2-003
SH12206	SH12206	GS2-003
SH12207	SH12207	GS2-003
SH12208	SH12208	GS2-003
SH12209	SH12209	GS2-003
SH12211	SH12211	GS2-003
SH12212	SH12212	GS2-003
SH12213	SH12213	GS2-003
SH12214	SH12214	GS2-003
SH12215	SH12215	GS2-003
SH12218	SH12218	GS2-003
SH12219	SH12219	GS2-003
SH12220	SH12220	GS2-003
SH12221	SH12221	GS2-003
SH12222	SH12222	GS2-003
SH12223	SH12223	GS2-003
SH12224	SH12224	GS2-003
SH12225	SH12225	GS2-003
SH12226	SH12226	GS2-003
SH12227	SH12227	GS2-003
SH12228	SH12228	GS2-003
SH12230	SH12230	GS2-003
SH12231	SH12231	GS2-003
SH12232	SH12232	GS2-003
SH12233	SH12233	GS2-003
SH12234	SH12234	GS1-015
SH12235	SH12235	GS2-003
SH12236	SH12236	GS2-003
SH12238	SH12238	GS2-003
SH12239	SH12239	GS2-003
SH12240	SH12240	GS2-003
SH12241	SH12241	GS2-003
SH12243	SH12243	GS2-003
SH12244	SH12244	GS2-003
SH12245	SH12245	GS2-003
SH12246	SH12246	GS2-003
SH12247	SH12247	GS2-003
SH12248	SH12248	GS2-003
SH12249	SH12249	GS2-003
SH12250	SH12250	GS2-003
SH12251	SH12251	GS2-003
SH12252	SH12252	GS2-003
SH12253	SH12253	GS2-003
SH12254	SH12254	GS2-003
SH12255	SH12255	GS2-003
SH12256	SH12256	GS2-003
SH12258	SH12258	GS2-003
SH12259	SH12259	GS2-003
SH12260	SH12260	GS2-003
SH12261	SH12261	GS2-003
SH12263	SH12263	GS2-003
SH12264	SH12264	GS2-003
SH12265	SH12265	GS2-003
SH12266	SH12266	GS2-003
SH12267	SH12267	GS2-003
SH12268	SH12268	GS2-003
SH12269	SH12269	GS2-003
SH12270	SH12270	GS2-003
SH12271	SH12271	GS2-003
SH12272	SH12272	GS2-003
SH12273	SH12273	GS2-003
SH12274	SH12274	GS2-003
SH12275	SH12275	GS2-003
SH12276	SH12276	GS2-003
SH12277	SH12277	GS2-003
SH12278	SH12278	GS2-003
SH12279	SH12279	GS2-003
SH12280	SH12280	GS2-003
SH12281	SH12281	GS2-003
SH12282	SH12282	GS2-003
SH12283	SH12283	GS2-003
SH12284	SH12284	GS2-003
SH12285	SH12285	GS2-003
SH12286	SH12286	GS2-003
SH12287	SH12287	GS2-003
SH12288	SH12288	GS2-003
SH12289	SH12289	GS2-003
SH12291	SH12291	GS2-003
SH12293	SH12293	GS2-003
SH12294	SH12294	GS2-003
SH12295	SH12295	GS2-003
SH12296	SH12296	GS2-003
SH12297	SH12297	GS1-010
SH12298	SH12298	GS2-003
SH12299	SH12299	GS2-003
SH12300	SH12300	GS2-003
SH12301	SH12301	GS2-003
SH12302	SH12302	GS2-003
SH12303	SH12303	GS2-003
SH12304	SH12304	GS2-003
SH12305	SH12305	GS2-003
SH12306	SH12306	GS2-003
SH12308	SH12308	GS2-003
SH12309	SH12309	GS1-010
SH12310	SH12310	GS2-003
SH12311	SH12311	GS2-003
SH12312	SH12312	GS2-003
SH12313	SH12313	GS2-003
SH12314	SH12314	GS2-003
SH12315	SH12315	GS2-003
SH12316	SH12316	GS2-003
SH12317	SH12317	GS2-003
SH12319	SH12319	GS2-003
SH12320	SH12320	GS2-003
SH12321	SH12321	GS2-003
SH12322	SH12322	GS2-003
SH12323	SH12323	GS2-003
SH12324	SH12324	GS2-003
SH12325	SH12325	GS2-003
SH12326	SH12326	GS2-003
SH12329	SH12329	GS2-003
SH12330	SH12330	GS2-003
SH12331	SH12331	GS2-003
SH12332	SH12332	GS2-003
SH12333	SH12333	GS1-010
SH12334	SH12334	GS2-003
SH12336	SH12336	GS2-003
SH12337	SH12337	GS2-003
SH12338	SH12338	GS2-003
SH12339	SH12339	GS2-003
SH12340	SH12340	GS2-003
SH12341	SH12341	GS2-003
SH12342	SH12342	GS2-003
SH12343	SH12343	GS2-003
SH12345	SH12345	GS2-003
SH12534	SH12534	GS2-006
SH12535	SH12535	GS2-006
SH12537	SH12537	GS2-006
SH12538	SH12538	GS2-006
SH12539	SH12539	GS2-006
SH12540	SH12540	GS2-006
SH12541	SH12541	GS2-006
SH12543	SH12543	GS2-006
SH12544	SH12544	GS2-006
SH12545	SH12545	GS2-006
SH12546	SH12546	GS2-006
SH12547	SH12547	GS2-006
SH12548	SH12548	GS2-006
SH12549	SH12549	GS2-006
SH12550	SH12550	GS2-006
SH12551	SH12551	GS2-006
SH12552	SH12552	GS2-006
SH12553	SH12553	GS2-006
SH12555	SH12555	GS2-006
SH12556	SH12556	GS2-006
SH12558	SH12558	GS2-006
SH12559	SH12559	GS2-006
SH12560	SH12560	GS2-006
SH12561	SH12561	GS2-006
SH12563	SH12563	GS2-006
SH12564	SH12564	GS2-006
SH12565	SH12565	GS2-006
SH12566	SH12566	GS2-006
SH12567	SH12567	GS2-006
SH12568	SH12568	GS2-006
SH12569	SH12569	GS2-006
SH12570	SH12570	GS2-006
SH12574	SH12574	GS2-006
SH12575	SH12575	GS2-006
SH12577	SH12577	GS2-006
SH12579	SH12579	GS2-006
SH12581	SH12581	GS2-006
SH12584	SH12584	GS2-006
SH12587	SH12587	GS2-006
SH12588	SH12588	GS1-070
SH12589	SH12589	GS2-006
SH12591	SH12591	GS2-006
SH12592	SH12592	GS2-006
SH12594	SH12594	GS2-006
SH12595	SH12595	GS2-006
SH12596	SH12596	GS2-006
SH12597	SH12597	GS2-006
SH12598	SH12598	GS2-006
SH12599	SH12599	GS2-006
SH12603	SH12603	GS2-006
SH12604	SH12604	GS2-006
SH12605	SH12605	GS2-006
SH12606	SH12606	GS2-006
SH12611	SH12611	GS2-006
SH12612	SH12612	GS2-006
SH12613	SH12613	GS2-006
SH12614	SH12614	GS2-006
SH12615	SH12615	GS2-006
SH12616	SH12616	GS2-006
SH12617	SH12617	GS2-006
SH12618	SH12618	GS2-006
SH12619	SH12619	GS2-006
SH12620	SH12620	GS2-006
SH12622	SH12622	GS2-006
SH12623	SH12623	GS2-006
SH12628	SH12628	GS2-006
SH12630	SH12630	GS2-006
SH12632	SH12632	GS2-006
SH12634	SH12634	GS2-006
SH12635	SH12635	GS2-006
SH12637	SH12637	GS2-006
SH12638	SH12638	GS2-006
SH12641	SH12641	GS2-006
SH12642	SH12642	GS2-006
SH12643	SH12643	GS2-006
SH12644	SH12644	GS2-006
SH12645	SH12645	GS2-006
SH12646	SH12646	GS2-006
SH12648	SH12648	GS2-006
SH12650	SH12650	GS2-006
SH12651	SH12651	GS2-006
SH12653	SH12653	GS2-006
SH12654	SH12654	GS2-006
SH12655	SH12655	GS2-006
SH12656	SH12656	GS2-006
SH12657	SH12657	GS2-006
SH12658	SH12658	GS2-006
SH12660	SH12660	GS2-006
SH12661	SH12661	GS2-006
SH12662	SH12662	GS2-006
SH12663	SH12663	GS2-006
SH12664	SH12664	GS2-006
SH12665	SH12665	GS2-006
SH12666	SH12666	GS2-006
SH12667	SH12667	GS2-006
SH12669	SH12669	GS2-006
SH12670	SH12670	GS2-006
SH12671	SH12671	GS2-006
SH12673	SH12673	GS2-006
SH12674	SH12674	GS2-006
SH12675	SH12675	GS2-006
SH12676	SH12676	GS2-006
SH12677	SH12677	GS2-006
SH12678	SH12678	GS2-006
SH12679	SH12679	GS2-006
SH12680	SH12680	GS2-006
SH12681	SH12681	GS2-006
SH12682	SH12682	GS2-006
SH12683	SH12683	GS2-006
SH12684	SH12684	GS2-006
SH12685	SH12685	GS2-006
SH12687	SH12687	GS2-006
SH12689	SH12689	GS2-006
SH12690	SH12690	GS2-006
SH12691	SH12691	GS2-006
SH12692	SH12692	GS2-006
SH12693	SH12693	GS2-006
SH12694	SH12694	GS2-006
SH12695	SH12695	GS2-006
SH12696	SH12696	GS2-006
SH12697	SH12697	GS2-006
SH12698	SH12698	GS2-006
SH12699	SH12699	GS2-006
SH12701	SH12701	GS2-006
SH12702	SH12702	GS2-006
SH12703	SH12703	GS2-006
SH12705	SH12705	GS2-006
SH12707	SH12707	GS2-006
SH12708	SH12708	GS2-006
SH12709	SH12709	GS2-006
SH12710	SH12710	GS2-006
SH12711	SH12711	GS2-006
SH12713	SH12713	GS2-006
SH12716	SH12716	GS2-006
SH12717	SH12717	GS2-006
SH12718	SH12718	GS2-006
SH12719	SH12719	GS2-006
SH12721	SH12721	GS2-006
SH12722	SH12722	GS2-006
SH12725	SH12725	GS2-006
SH12726	SH12726	GS2-006
SH12727	SH12727	GS2-006
SH12728	SH12728	GS2-006
SH12729	SH12729	GS2-006
SH12730	SH12730	GS2-006
SH12732	SH12732	GS2-006
SH12733	SH12733	GS2-006
SH12734	SH12734	GS2-006
SH12736	SH12736	GS2-006
SH12737	SH12737	GS2-006
SH12738	SH12738	GS2-006
SH12739	SH12739	GS2-006
SH12740	SH12740	GS2-006
SH12742	SH12742	GS2-006
SH12749	SH12749	GS2-017
SH12752	SH12752	GS2-017
SH12753	SH12753	GS2-017
SH12757	SH12757	GS2-017
SH12758	SH12758	GS2-014
SH12760	SH12760	GS2-017
SH12763	SH12763	GS2-017
SH12765	SH12765	GS2-017
SH12767	SH12767	GS2-017
SH12768	SH12768	GS2-017
SH12771	SH12771	GS2-017
SH12772	SH12772	GS2-017
SH12773	SH12773	GS2-017
SH12774	SH12774	GS2-017
SH12777	SH12777	GS2-017
SH12778	SH12778	GS2-017
SH12779	SH12779	GS2-017
SH12780	SH12780	GS2-017
SH12782	SH12782	GS2-017
SH12783	SH12783	GS2-017
SH12785	SH12785	GS2-017
SH12787	SH12787	GS2-017
SH12790	SH12790	GS2-017
SH12791	SH12791	GS2-017
SH12792	SH12792	GS2-017
SH12793	SH12793	GS2-017
SH12794	SH12794	GS2-017
SH12795	SH12795	GS2-017
SH12796	SH12796	GS2-017
SH12800	SH12800	GS2-017
SH12802	SH12802	GS2-017
SH12803	SH12803	GS2-017
SH12806	SH12806	GS2-017
SH12808	SH12808	GS2-017
SH12810	SH12810	GS2-017
SH12811	SH12811	GS2-017
SH12814	SH12814	GS2-017
SH12815	SH12815	GS2-017
SH12816	SH12816	GS2-017
SH12820	SH12820	GS2-017
SH12821	SH12821	GS2-017
SH12824	SH12824	GS2-017
SH12828	SH12828	GS2-017
SH12831	SH12831	GS2-017
SH12832	SH12832	GS2-017
SH12834	SH12834	GS2-017
SH12836	SH12836	GS2-017
SH12838	SH12838	GS2-017
SH12840	SH12840	GS2-017
SH12841	SH12841	GS2-017
SH12842	SH12842	GS2-017
SH12843	SH12843	GS2-017
SH12844	SH12844	GS2-017
SH12847	SH12847	GS2-017
SH12848	SH12848	GS2-017
SH12853	SH12853	GS2-017
SH12857	SH12857	GS2-017
SH12859	SH12859	GS2-017
SH12862	SH12862	GS2-017
SH12866	SH12866	GS2-017
SH12868	SH12868	GS2-017
SH12871	SH12871	GS2-017
SH12872	SH12872	GS2-017
SH12873	SH12873	GS2-017
SH12877	SH12877	GS2-017
SH12878	SH12878	GS2-017
SH12879	SH12879	GS2-017
SH12880	SH12880	GS2-017
SH12884	SH12884	GS2-017
SH12886	SH12886	GS2-017
SH12888	SH12888	GS2-017
SH12890	SH12890	GS2-017
SH12892	SH12892	GS2-017
SH12893	SH12893	GS2-017
SH12895	SH12895	GS2-017
SH12896	SH12896	GS2-017
SH12901	SH12901	GS2-017
SH12903	SH12903	GS2-017
SH12904	SH12904	GS2-017
SH12905	SH12905	GS2-017
SH12910	SH12910	GS2-017
SH12912	SH12912	GS2-017
SH12916	SH12916	GS2-017
SH12920	SH12920	GS2-017
SH12925	SH12925	GS2-017
SH12928	SH12928	GS2-017
SH12929	SH12929	GS2-017
SH12931	SH12931	GS2-017
SH12934	SH12934	GS2-017
SH12938	SH12938	GS2-008
SH12939	SH12939	GS2-008
SH12940	SH12940	GS2-008
SH12941	SH12941	GS2-008
SH12943	SH12943	GS2-008
SH12944	SH12944	GS2-008
SH12945	SH12945	GS2-008
SH12946	SH12946	GS2-008
SH12947	SH12947	GS2-008
SH12948	SH12948	GS2-008
SH12950	SH12950	GS2-008
SH12951	SH12951	GS2-008
SH12952	SH12952	GS2-008
SH12953	SH12953	GS2-008
SH12954	SH12954	GS2-008
SH12955	SH12955	GS2-008
SH12957	SH12957	GS2-008
SH12959	SH12959	GS2-008
SH12967	SH12967	GS2-008
SH12970	SH12970	GS2-008
SH12971	SH12971	GS2-008
SH12972	SH12972	GS2-008
SH12974	SH12974	GS2-008
SH12978	SH12978	GS2-008
SH12979	SH12979	GS2-008
SH12983	SH12983	GS2-008
SH12984	SH12984	GS2-008
SH12985	SH12985	GS2-008
SH12986	SH12986	GS2-008
SH12987	SH12987	GS2-008
SH12990	SH12990	GS2-008
SH12993	SH12993	GS2-008
SH12996	SH12996	GS2-008
SH12997	SH12997	GS2-008
SH12998	SH12998	GS2-008
SH13001	SH13001	GS2-008
SH13002	SH13002	GS2-008
SH13004	SH13004	GS2-008
SH13005	SH13005	GS2-008
SH13006	SH13006	GS2-008
SH13007	SH13007	GS2-008
SH13008	SH13008	GS2-008
SH13009	SH13009	GS2-008
SH13010	SH13010	GS2-008
SH13011	SH13011	GS2-008
SH13012	SH13012	GS2-008
SH13014	SH13014	GS2-008
SH13015	SH13015	GS2-008
SH13016	SH13016	GS2-008
SH13017	SH13017	GS2-008
SH13019	SH13019	GS1-070
SH13020	SH13020	GS2-008
SH13021	SH13021	GS2-008
SH13022	SH13022	GS2-008
SH13024	SH13024	GS2-008
SH13025	SH13025	GS2-008
SH13026	SH13026	GS2-008
SH13027	SH13027	GS2-008
SH13028	SH13028	GS2-008
SH13031	SH13031	GS2-008
SH13033	SH13033	GS2-008
SH13034	SH13034	GS2-008
SH13035	SH13035	GS2-008
SH13037	SH13037	GS2-008
SH13038	SH13038	GS2-008
SH13039	SH13039	GS2-008
SH13040	SH13040	GS2-008
SH13041	SH13041	GS2-008
SH13042	SH13042	GS2-008
SH13043	SH13043	GS2-008
SH13045	SH13045	GS2-008
SH13046	SH13046	GS2-008
SH13047	SH13047	GS2-008
SH13049	SH13049	GS2-008
SH13050	SH13050	GS2-008
SH13051	SH13051	GS2-008
SH13052	SH13052	GS2-008
SH13053	SH13053	GS2-008
SH13056	SH13056	GS2-008
SH13058	SH13058	GS2-008
SH13059	SH13059	GS2-008
SH13060	SH13060	GS2-008
SH13062	SH13062	GS2-008
SH13064	SH13064	GS2-008
SH13065	SH13065	GS2-008
SH13066	SH13066	GS2-008
SH13067	SH13067	GS2-008
SH13068	SH13068	GS2-008
SH13069	SH13069	GS2-008
SH13070	SH13070	GS2-008
SH13071	SH13071	GS2-008
SH13072	SH13072	GS2-008
SH13074	SH13074	GS2-008
SH13075	SH13075	GS2-008
SH13076	SH13076	GS2-008
SH13077	SH13077	GS2-008
SH13078	SH13078	GS2-008
SH13079	SH13079	GS2-008
SH13080	SH13080	GS2-008
SH13081	SH13081	GS2-008
SH13082	SH13082	GS2-009
SH13085	SH13085	GS2-009
SH13086	SH13086	GS2-009
SH13087	SH13087	GS2-009
SH13088	SH13088	GS2-009
SH13089	SH13089	GS2-009
SH13091	SH13091	GS2-009
SH13093	SH13093	GS2-009
SH13094	SH13094	GS2-009
SH13095	SH13095	GS2-009
SH13096	SH13096	GS2-009
SH13097	SH13097	GS2-009
SH13098	SH13098	GS2-009
SH13099	SH13099	GS2-009
SH13100	SH13100	GS2-009
SH13101	SH13101	GS2-009
SH13104	SH13104	GS2-009
SH13105	SH13105	GS2-009
SH13106	SH13106	GS2-009
SH13107	SH13107	GS2-009
SH13108	SH13108	GS2-009
SH13109	SH13109	GS2-009
SH13110	SH13110	GS2-009
SH13113	SH13113	GS2-009
SH13115	SH13115	GS2-009
SH13116	SH13116	GS2-009
SH13118	SH13118	GS2-009
SH13121	SH13121	GS2-009
SH13122	SH13122	GS2-009
SH13123	SH13123	GS2-009
SH13125	SH13125	GS2-009
SH13127	SH13127	GS2-009
SH13128	SH13128	GS2-009
SH13129	SH13129	GS2-009
SH13132	SH13132	GS2-009
SH13134	SH13134	GS2-009
SH13135	SH13135	GS2-009
SH13136	SH13136	GS2-009
SH13137	SH13137	GS2-009
SH13138	SH13138	GS2-009
SH13139	SH13139	GS2-009
SH13140	SH13140	GS2-009
SH13142	SH13142	GS2-009
SH13143	SH13143	GS2-009
SH13144	SH13144	GS2-009
SH13145	SH13145	GS2-009
SH13146	SH13146	GS2-009
SH13147	SH13147	GS2-009
SH13148	SH13148	GS2-009
SH13149	SH13149	GS2-009
SH13150	SH13150	GS2-009
SH13151	SH13151	GS2-009
SH13152	SH13152	GS2-009
SH13153	SH13153	GS2-009
SH13154	SH13154	GS2-009
SH13155	SH13155	GS2-009
SH13156	SH13156	GS2-009
SH13158	SH13158	GS2-009
SH13159	SH13159	GS2-009
SH13161	SH13161	GS2-009
SH13163	SH13163	GS2-009
SH13164	SH13164	GS2-009
SH13165	SH13165	GS2-009
SH13166	SH13166	GS2-009
SH13167	SH13167	GS2-009
SH13168	SH13168	GS2-009
SH13169	SH13169	GS2-009
SH13170	SH13170	GS2-009
SH13171	SH13171	GS2-009
SH13172	SH13172	GS2-009
SH13174	SH13174	GS2-009
SH13175	SH13175	GS2-009
SH13176	SH13176	GS2-009
SH13178	SH13178	GS2-009
SH13179	SH13179	GS2-009
SH13180	SH13180	GS2-009
SH13182	SH13182	GS2-009
SH13183	SH13183	GS2-009
SH13184	SH13184	GS2-009
SH13185	SH13185	GS2-009
SH13187	SH13187	GS2-009
SH13188	SH13188	GS2-009
SH13189	SH13189	GS2-009
SH13191	SH13191	GS2-009
SH13192	SH13192	GS2-009
SH13193	SH13193	GS2-009
SH13194	SH13194	GS2-009
SH13196	SH13196	GS2-009
SH13197	SH13197	GS2-009
SH13200	SH13200	GS2-009
SH13201	SH13201	GS2-009
SH13203	SH13203	GS2-009
SH13204	SH13204	GS2-009
SH13205	SH13205	GS2-009
SH13206	SH13206	GS2-009
SH13207	SH13207	GS2-009
SH13208	SH13208	GS2-009
SH13209	SH13209	GS2-009
SH13210	SH13210	GS2-009
SH13211	SH13211	GS2-009
SH13212	SH13212	GS2-009
SH13213	SH13213	GS2-009
SH13214	SH13214	GS2-009
SH13216	SH13216	GS2-009
SH13217	SH13217	GS2-009
SH13218	SH13218	GS2-009
SH13221	SH13221	GS2-009
SH13222	SH13222	GS2-009
SH13224	SH13224	GS2-009
SH13225	SH13225	GS2-009
SH13226	SH13226	GS2-009
SH13227	SH13227	GS2-009
SH13228	SH13228	GS2-009
SH13229	SH13229	GS2-009
SH13230	SH13230	GS2-009
SH13231	SH13231	GS2-009
SH13232	SH13232	GS2-009
SH13233	SH13233	GS2-009
SH13234	SH13234	GS2-009
SH13238	SH13238	GS2-009
SH13239	SH13239	GS2-009
SH13240	SH13240	GS2-009
SH13242	SH13242	GS2-009
SH13244	SH13244	GS2-009
SH13245	SH13245	GS2-009
SH13246	SH13246	GS2-009
SH13247	SH13247	GS2-009
SH13248	SH13248	GS2-009
SH13249	SH13249	GS2-009
SH13250	SH13250	GS2-009
SH13252	SH13252	GS2-009
SH13253	SH13253	GS2-009
SH13254	SH13254	GS2-009
SH13255	SH13255	GS2-009
SH13257	SH13257	GS2-009
SH13258	SH13258	GS2-009
SH13259	SH13259	GS2-009
SH13260	SH13260	GS2-009
SH13261	SH13261	GS2-009
SH13263	SH13263	GS2-009
SH13264	SH13264	GS2-009
SH13265	SH13265	GS2-009
SH13266	SH13266	GS2-009
SH13267	SH13267	GS2-009
SH13268	SH13268	GS2-009
SH13269	SH13269	GS2-009
SH13270	SH13270	GS2-009
SH13271	SH13271	GS2-009
SH13272	SH13272	GS2-009
SH13273	SH13273	GS2-009
SH13274	SH13274	GS2-009
SH13275	SH13275	GS2-009
SH13276	SH13276	GS2-009
SH13277	SH13277	GS2-009
SH13280	SH13280	GS2-009
SH13282	SH13282	GS2-009
SH13284	SH13284	GS2-009
SH13285	SH13285	GS2-009
SH13286	SH13286	GS2-009
SH13288	SH13288	GS2-009
SH13292	SH13292	GS2-009
SH13293	SH13293	GS2-010
SH13294	SH13294	GS2-010
SH13297	SH13297	GS2-010
SH13298	SH13298	GS2-010
SH13299	SH13299	GS2-010
SH13300	SH13300	GS2-010
SH13301	SH13301	GS2-010
SH13303	SH13303	GS2-010
SH13305	SH13305	GS2-010
SH13307	SH13307	GS2-010
SH13308	SH13308	GS2-010
SH13309	SH13309	GS2-010
SH13310	SH13310	GS2-010
SH13311	SH13311	GS2-010
SH13314	SH13314	GS2-010
SH13316	SH13316	GS2-010
SH13317	SH13317	GS2-010
SH13318	SH13318	GS2-010
SH13319	SH13319	GS2-010
SH13320	SH13320	GS2-010
SH13321	SH13321	GS2-010
SH13322	SH13322	GS2-010
SH13324	SH13324	GS2-010
SH13325	SH13325	GS2-010
SH13326	SH13326	GS2-010
SH13327	SH13327	GS2-010
SH13328	SH13328	GS2-010
SH13329	SH13329	GS2-010
SH13331	SH13331	GS2-010
SH13332	SH13332	GS2-010
SH13333	SH13333	GS2-010
SH13336	SH13336	GS2-010
SH13338	SH13338	GS2-010
SH13339	SH13339	GS2-010
SH13340	SH13340	GS2-010
SH13341	SH13341	GS2-010
SH13342	SH13342	GS2-010
SH13343	SH13343	GS2-010
SH13344	SH13344	GS2-010
SH13346	SH13346	GS2-010
SH13348	SH13348	GS2-010
SH13350	SH13350	GS2-010
SH13351	SH13351	GS2-010
SH13352	SH13352	GS2-010
SH13353	SH13353	GS2-010
SH13354	SH13354	GS2-010
SH13355	SH13355	GS2-010
SH13356	SH13356	GS2-010
SH13357	SH13357	GS2-010
SH13358	SH13358	GS2-010
SH13359	SH13359	GS2-010
SH13362	SH13362	GS2-010
SH13363	SH13363	GS2-010
SH13364	SH13364	GS2-010
SH13365	SH13365	GS2-010
SH13366	SH13366	GS2-010
SH13367	SH13367	GS2-010
SH13368	SH13368	GS2-010
SH13369	SH13369	GS2-010
SH13370	SH13370	GS2-010
SH13371	SH13371	GS2-010
SH13372	SH13372	GS2-010
SH13375	SH13375	GS2-010
SH13377	SH13377	GS2-010
SH13378	SH13378	GS2-010
SH13380	SH13380	GS2-010
SH13382	SH13382	GS2-010
SH13383	SH13383	GS2-010
SH13384	SH13384	GS2-010
SH13385	SH13385	GS2-010
SH13386	SH13386	GS2-010
